"","Rank","Name","Platform","Year","Genre","Publisher","NA_Sales","EU_Sales","JP_Sales","Other_Sales","Global_Sales"
"6662",11654,"All-Star Baseball 2004","GC",2003,"Sports","Acclaim Entertainment",0.06,0.02,0,0,0.08
"6663",16326,"MXGP 2","PC",2016,"Racing","Milestone S.r.l.",0,0.01,0,0,0.01
"6664",13825,"Stoked: Big Air Edition","X360",2009,"Sports","Namco Bandai Games",0.02,0.02,0,0,0.04
"6665",60,"Super Mario 64","DS",2004,"Platform","Nintendo",5.08,3.11,1.25,0.98,10.42
"6666",14079,"Hotel Giant 2","PC",2008,"Strategy","JoWood Productions",0,0.03,0,0.01,0.04
"6667",1552,"Tomb Raider: Underworld","PS3",2008,"Action","Eidos Interactive",0.45,0.56,0.05,0.22,1.27
"6668",11749,"Winter Sports 2: The Next Challenge","X360",2008,"Sports","RTL",0.06,0.01,0,0.01,0.07
"6669",7217,"Imagine: Boutique Owner","DS",2009,"Simulation","Ubisoft",0.2,0,0,0.02,0.22
"6670",9607,"World Cup Golf: Professional Edition","PS",1995,"Sports","U.S. Gold",0.07,0.05,0,0.01,0.13
"6671",4695,"Tom Clancy's Rainbow Six: Lockdown","XB",2005,"Shooter","Ubisoft",0.26,0.13,0,0.02,0.41
"6672",7811,"IHRA Professional Drag Racing 2005","PS2",2004,"Racing","Bethesda Softworks",0.09,0.07,0,0.02,0.19
"6673",121,"Call of Duty 4: Modern Warfare","PS3",2007,"Shooter","Activision",3.1,2.3,0.28,1.04,6.72
"6674",3144,"Max Payne 2: The Fall of Max Payne","XB",2003,"Shooter","Take-Two Interactive",0.47,0.15,0,0.02,0.64
"6675",402,"Assassin's Creed IV: Black Flag","X360",2013,"Action","Ubisoft",1.9,1.14,0.01,0.29,3.34
"6676",12909,"Puyo Puyo 7","Wii",2009,"Puzzle","Sega",0,0,0.05,0,0.05
"6677",662,"Bloodborne","PS4",2015,"Action","Sony Computer Entertainment",1,0.76,0.26,0.36,2.38
"6678",16063,"Pachi-Slot Teiou: Golgo 13 Las Vegas (JP sales, but wrong system)","PS2",2002,"Misc","Media Entertainment",0,0,0.01,0,0.01
"6679",316,"World Soccer Winning Eleven 8 International","PS2",2004,"Sports","Konami Digital Entertainment",0.16,1.89,1.12,0.68,3.85
"6680",7524,"Suikoden Tactics","PS2",2005,"Strategy","Konami Digital Entertainment",0.06,0.05,0.07,0.02,0.2
"6681",9409,"NHL 2003","GC",2002,"Sports","Electronic Arts",0.1,0.03,0,0,0.13
"6682",2157,"LEGO Pirates of the Caribbean: The Video Game","DS",2011,"Action","Disney Interactive Studios",0.37,0.49,0,0.1,0.96
"6683",9199,"The Walking Dead: Season Two","XOne",2014,"Adventure","Telltale Games",0.08,0.05,0,0.01,0.14
"6684",4058,"LEGO Marvel Super Heroes","DS",2013,"Action","Warner Bros. Interactive Entertainment",0.28,0.17,0,0.04,0.49
"6685",11917,"Alexi Lalas International Soccer","PS",1998,"Sports","Take-Two Interactive",0.04,0.03,0,0,0.07
"6686",4578,"25 to Life","PS2",2006,"Shooter","Eidos Interactive",0.35,0.01,0,0.06,0.42
"6687",2083,"Dead Space 3","X360",2013,"Action","Electronic Arts",0.64,0.28,0,0.08,0.99
"6688",10887,"Psychonauts","PS2",2005,"Platform","Majesco Entertainment",0.05,0.04,0,0.01,0.09
"6689",14253,"CT Special Forces","GBA",2002,"Action","LSP Games",0.02,0.01,0,0,0.03
"6690",10653,"Harry Potter and the Deathly Hallows - Part 2","PC",2011,"Action","Electronic Arts",0.05,0.04,0,0.01,0.1
"6691",10128,"Gem Quest: 4 Elements","DS",2011,"Puzzle","Mastertronic",0.05,0.05,0,0.01,0.11
"6692",4705,"James Patterson Women's Murder Club: Games of Passion","DS",2009,"Adventure","THQ",0.15,0.22,0,0.05,0.41
"6693",13008,"Battleship / Connect Four / Sorry! / Trouble","DS",2006,"Puzzle","Destination Software, Inc",0.05,0,0,0,0.05
"6694",10611,"Bee Movie Game","PS2",2007,"Action","Activision",0.05,0.04,0,0.01,0.1
"6695",12601,"Jewel Legends: Tree of Life","DS",2011,"Puzzle","Rising Star Games",0,0.05,0,0.01,0.06
"6696",11288,"Rescue Heroes: Billy Blazes","GBA",2003,"Action","Vivendi Games",0.06,0.02,0,0,0.08
"6697",475,"World Soccer Winning Eleven 6 International","PS2",2002,"Sports","Konami Digital Entertainment",0.12,1.26,1.16,0.45,2.99
"6698",11370,"Supremacy MMA","X360",2011,"Fighting","505 Games",0.05,0.03,0,0.01,0.08
"6699",11893,"Game Center CX: Arino no Chousenjou 2","DS",2009,"Action","Namco Bandai Games",0,0,0.07,0,0.07
"6700",2752,"Tales of Vesperia","X360",2008,"Role-Playing","Atari",0.32,0.18,0.19,0.05,0.75
"6701",11169,"Lego Star Wars: The Force Awakens","WiiU",2016,"Action","Warner Bros. Interactive Entertainment",0.04,0.04,0,0.01,0.09
"6702",4141,"Grand Prix","2600",1981,"Racing","Activision",0.45,0.03,0,0,0.48
"6703",13257,"Block Kuzushi","SNES",1995,"Puzzle","Pow",0,0,0.05,0,0.05
"6704",11637,"Aliens in the Attic","Wii",2009,"Action","Playlogic Game Factory",0.07,0,0,0.01,0.08
"6705",4697,"Cool Boarders 2001","PS",2000,"Sports","Sony Computer Entertainment",0.23,0.16,0,0.03,0.41
"6706",10283,"Winter Heat","SAT",1996,"Sports","Sega",0,0,0.11,0,0.11
"6707",791,"Portal 2","X360",2011,"Shooter","Valve Software",1.41,0.51,0.01,0.17,2.1
"6708",2367,"Endless Ocean: Blue World","Wii",2009,"Simulation","Nintendo",0.47,0.22,0.12,0.07,0.88
"6709",13237,"Kekkon Zenya","SAT",1995,"Adventure","Shogakukan",0,0,0.05,0,0.05
"6710",10925,"Brain Age: Concentration Training","3DS",2012,"Puzzle","Nintendo",0.09,0,0,0.01,0.09
"6711",12014,"Guilty Gear Xrd -Revelator-","PS3",2016,"Fighting","PQube",0.01,0.02,0.02,0.01,0.07
"6712",15414,"Backyard Baseball '09","PS2",2008,"Sports","Atari",0.01,0.01,0,0,0.02
"6713",155,"Destiny","PS4",2014,"Shooter","Activision",2.49,2.05,0.16,0.96,5.65
"6714",6325,"Wave Rally","PS2",2001,"Racing","Eidos Interactive",0.13,0.1,0,0.03,0.27
"6715",2159,"Mortal Kombat Trilogy","N64",1996,"Fighting","GT Interactive",0.72,0.22,0,0.02,0.96
"6716",14015,"Clock Zero: Shuuen no Ichibyou Portable","PSP",2011,"Adventure","Idea Factory",0,0,0.04,0,0.04
"6717",6015,"Hamster Club 4: Shigessa Daidassou","GBA",2003,"Simulation","Jorudan",0,0,0.28,0.01,0.29
"6718",13617,"Puyo Pop Fever","PSP",2004,"Puzzle","Ignition Entertainment",0,0,0.04,0,0.04
"6719",13900,"Dynasty Warriors Vol. 2 (JP sales)","PSP",2006,"Action","Tecmo Koei",0,0,0.04,0,0.04
"6720",12679,"World Championship Athletics","Wii",2009,"Sports","DTP Entertainment",0.04,0.01,0,0,0.06
"6721",1260,"Madden NFL 2001","PS2",2000,"Sports","Electronic Arts",1.19,0.07,0.05,0.2,1.5
"6722",6964,"Mobile Suit Gundam: Climax U.C.","PS2",2006,"Action","Namco Bandai Games",0,0,0.23,0,0.23
"6723",14334,"Pachinko Kamen Rider: Shocker Zenmetsu Daisakusen","PS2",2008,"Misc","Hackberry",0,0,0.03,0,0.03
"6724",15511,"Hakuoki: Shinkai - Hana no Shou","PSV",2016,"Adventure","Idea Factory",0,0,0.02,0,0.02
"6725",14288,"Disney's Hide & Sneak","GC",2003,"Action","Capcom",0.03,0.01,0,0,0.03
"6726",12249,"Ojyousama Express","PS",1998,"Strategy","Media Works",0,0,0.06,0,0.06
"6727",6438,"Dragon Ball Z: Tenkaichi Tag Team","PSP",2010,"Fighting","Namco Bandai Games",0.11,0.04,0.09,0.03,0.27
"6728",8856,"Oreshika: Tainted Bloodlines","PSV",2014,"Role-Playing","Sony Computer Entertainment",0,0,0.15,0,0.15
"6729",944,"NCAA Football 06","PS2",2005,"Sports","Electronic Arts",1.53,0.05,0,0.25,1.84
"6730",8957,"Blazing Dragons","PS",1996,"Adventure","Crystal Dynamics",0.08,0.06,0,0.01,0.15
"6731",5342,"Disney Fairies: Tinker Bell and the Great Fairy Rescue","DS",2010,"Adventure","Disney Interactive Studios",0.18,0.14,0,0.03,0.35
"6732",1112,"Dragon Quest V: Tenkuu no Hanayome","PS2",2004,"Role-Playing","Enix Corporation",0,0,1.65,0,1.65
"6733",14363,"RoadKill","GC",2003,"Action","Midway Games",0.02,0.01,0,0,0.03
"6734",9070,"Jonny Moseley Mad Trix","PS2",2001,"Sports","3DO",0.07,0.05,0,0.02,0.14
"6735",7250,"Magna Carta: Tears of Blood","PS2",2004,"Role-Playing","505 Games",0.11,0.08,0,0.03,0.22
"6736",10425,"Contact","DS",2006,"Role-Playing","Rising Star Games",0.07,0,0.03,0.01,0.1
"6737",1109,"Mario Party 6","GC",2004,"Misc","Nintendo",0.9,0.11,0.6,0.05,1.65
"6738",4611,"Star Wars Trilogy: Apprentice of the Force","GBA",2004,"Action","Ubisoft",0.3,0.11,0,0.01,0.42
"6739",8706,"Senran Kagura: Sh?jo-tachi no Shinei","3DS",2011,"Action","Marvelous Interactive",0,0,0.16,0,0.16
"6740",1696,"Kobe Bryant in NBA Courtside","N64",1998,"Sports","Nintendo",1.02,0.13,0.04,0.01,1.19
"6741",6476,"Crash Tag Team Racing","PSP",2005,"Racing","Vivendi Games",0.16,0.06,0,0.04,0.26
"6742",14190,"Crimson Tears","PS2",2004,"Role-Playing","Capcom",0.02,0.01,0,0,0.03
"6743",7115,"101-in-1 Party Megamix Wii","Wii",2009,"Misc","Nordcurrent",0.19,0.01,0,0.02,0.23
"6744",8742,"Atelier Iris: Eternal Mana","PS2",2004,"Role-Playing","Tecmo Koei",0.08,0.06,0,0.02,0.15
"6745",2419,"Dragon Quest VIII: Journey of the Cursed King","3DS",2015,"Role-Playing","Square Enix",0,0,0.86,0,0.86
"6746",5774,"Little King's Story","Wii",2009,"Strategy","Rising Star Games",0.15,0.11,0.02,0.02,0.31
"6747",6148,"Viewtiful Joe","PS2",2004,"Action","Capcom",0.14,0.11,0,0.04,0.28
"6748",4513,"NBA Jam","Wii",2010,"Sports","Electronic Arts",0.38,0.03,0,0.03,0.43
"6749",10876,"Gradius V","PS2",2004,"Shooter","Konami Digital Entertainment",0.05,0.04,0,0.01,0.09
"6750",2474,"Rogue Galaxy","PS2",2005,"Role-Playing","Sony Computer Entertainment",0.24,0.16,0.39,0.05,0.84
"6751",13891,"Sleepover Party","Wii",2009,"Misc","Ubisoft",0.03,0,0,0,0.04
"6752",14754,"The Battle of Yuu Yuu Hakusho: Shitou! Ankoku Bujutsukai! 120%","PS2",2007,"Fighting","Banpresto",0,0,0.03,0,0.03
"6753",15822,"The Incredibles: Rise of the Underminer","PC",2005,"Action","THQ",0.01,0,0,0,0.02
"6754",8179,"UFC: Sudden Impact","PS2",2004,"Fighting","Global Star",0.09,0.07,0,0.02,0.18
"6755",7079,"Petz Rescue: Wildlife Vet","Wii",2008,"Simulation","Ubisoft",0.21,0,0,0.02,0.23
"6756",4168,"ICO","PS2",2001,"Action","Sony Computer Entertainment",0.23,0.18,0,0.06,0.47
"6757",5340,"Street Fighter Alpha: Warriors' Dreams","SAT",1996,"Fighting","Capcom",0,0,0.35,0,0.35
"6758",15905,"Tennis no Oji-Sama: Card Hunter","PS2",2007,"Strategy","Konami Digital Entertainment",0,0,0.02,0,0.02
"6759",13888,"Bullet Girls 2","PSV",2016,"Action","D3Publisher",0,0,0.04,0,0.04
"6760",6099,"Bratz: Super Babyz","DS",2008,"Action","THQ",0.26,0,0,0.02,0.29
"6761",8515,"Warriors Orochi 3","X360",2011,"Action","Ubisoft Annecy",0.09,0.03,0.03,0.01,0.16
"6762",9307,"Game Party: Champions","WiiU",2012,"Action","Warner Bros. Interactive Entertainment",0.09,0.03,0,0.01,0.14
"6763",4376,"Band Hero","DS",2009,"Misc","Activision",0.21,0.19,0,0.05,0.45
"6764",8651,"Imagine: Ice Champions","DS",2007,"Sports","Spike",0.15,0,0,0.01,0.16
"6765",13460,"Sotsugyou II: Neo Generation","PS",1995,"Simulation","Riverhillsoft",0,0,0.04,0,0.04
"6766",10143,"Truth or Lies","X360",2010,"Misc","THQ",0.07,0.03,0,0.01,0.11
"6767",1749,"Bushido Blade","PS",1997,"Fighting","Sony Computer Entertainment",0.39,0.27,0.43,0.08,1.16
"6768",9118,"MX vs. ATV Reflex","DS",2009,"Racing","THQ",0.13,0,0,0.01,0.14
"6769",11939,"The Wolf Among Us","PSV",2014,"Adventure","Telltale Games",0.05,0,0,0.02,0.07
"6770",1751,"NASCAR Thunder 2002","PS2",2001,"Racing","Electronic Arts",0.57,0.44,0,0.15,1.16
"6771",13476,"Millipede / Super Breakout / Lunar Lander","GBA",2005,"Misc","Zoo Digital Publishing",0.03,0.01,0,0,0.04
"6772",11755,"Buster Bros. Collection","PS",1997,"Puzzle","Capcom",0.04,0.03,0,0,0.07
"6773",5216,"MechAssault 2: Lone Wolf","XB",2004,"Simulation","Microsoft Game Studios",0.27,0.08,0,0.01,0.36
"6774",7361,"Hannah Montana: The Movie","X360",2009,"Adventure","Disney Interactive Studios",0.14,0.06,0,0.02,0.21
"6775",4980,"Phantasy Star Ø","DS",2008,"Role-Playing","Sega",0.16,0,0.2,0.01,0.38
"6776",3865,"The Punisher","PS2",2005,"Action","THQ",0.25,0.2,0,0.07,0.52
"6777",2959,"Dragon Ball Z: Budokai","GC",2003,"Fighting","Atari",0.53,0.14,0,0.02,0.69
"6778",10384,"Disney Channel Collection Vol. 1","GBA",2004,"Misc","N/A",0.08,0.03,0,0,0.11
"6779",8201,"You Don't Know Jack","PS3",2011,"Misc","THQ",0.16,0,0,0.01,0.18
"6780",14889,"Jurassic Park: Operation Genesis","PC",2003,"Simulation","Vivendi Games",0,0.02,0,0,0.03
"6781",1559,"NBA 2K9","X360",2008,"Sports","Take-Two Interactive",1,0.16,0,0.11,1.27
"6782",9916,"Backyard Wrestling 2: There Goes the Neighborhood","XB",2004,"Fighting","Eidos Interactive",0.09,0.03,0,0,0.12
"6783",7247,"Kartia: The Word of Fate","PS",1998,"Strategy","Konami Digital Entertainment",0.05,0.03,0.12,0.01,0.22
"6784",3923,"Test Drive Unlimited","PSP",2007,"Racing","Atari",0.08,0.28,0,0.15,0.51
"6785",6579,"Hunted: The Demon's Forge","PS3",2011,"Action","Bethesda Softworks",0.12,0.08,0.02,0.04,0.26
"6786",10319,"Yamaha Supercross","DS",2009,"Racing","Zoo Digital Publishing",0.1,0,0,0.01,0.11
"6787",13153,"Need for Speed Carbon","PC",2006,"Racing","Electronic Arts",0,0.04,0,0.01,0.05
"6788",15843,"Battle Spirits: Hero's Soul","PSP",2010,"Role-Playing","Namco Bandai Games",0,0,0.02,0,0.02
"6789",11143,"Major League Baseball 2K12","PSP",2012,"Sports","Take-Two Interactive",0.08,0,0,0.01,0.09
"6790",3122,"Harry Potter and the Goblet of Fire","PS2",2005,"Action","Electronic Arts",0.54,0.02,0,0.09,0.65
"6791",12822,"MotoGP 4 - Official Game of MotoGP","PS2",2005,"Racing","Sony Computer Entertainment",0.03,0.02,0,0.01,0.06
"6792",13910,"Heathcliff! Frantic Foto","DS",2010,"Misc","Storm City Games",0.04,0,0,0,0.04
"6793",13367,"Taiko no Tatsujin Portable 2","PSP",2006,"Misc","Namco Bandai Games",0,0,0.05,0,0.05
"6794",14725,"Max Payne 2: The Fall of Max Payne","PC",2003,"Shooter","Take-Two Interactive",0,0.02,0,0,0.03
"6795",1076,"NFL GameDay 98","PS",1997,"Sports","Sony Computer Entertainment",1.58,0.06,0,0.04,1.68
"6796",9804,"Lost in Shadow","Wii",2010,"Platform","Konami Digital Entertainment",0.1,0,0.01,0.01,0.12
"6797",8355,"Family Feud Decades","Wii",2010,"Misc","Ubisoft",0.16,0,0,0.01,0.17
"6798",5083,"Petz Rescue: Ocean Patrol","DS",2008,"Adventure","Ubisoft",0.35,0,0,0.03,0.37
"6799",2407,"Guitar Hero: Warriors of Rock","X360",2010,"Misc","Activision",0.47,0.32,0,0.08,0.87
"6800",14850,"Terraria","WiiU",2016,"Action","505 Games",0,0.02,0,0,0.03
"6801",8805,"Family Party: Fitness Fun","Wii",2010,"Sports","D3Publisher",0.14,0,0,0.01,0.15
"6802",14171,"Driven","GBA",2001,"Racing","BAM! Entertainment",0.02,0.01,0,0,0.03
"6803",10978,"Agassi Tennis Generation","PS2",2003,"Sports","DreamCatcher Interactive",0.04,0.03,0,0.01,0.09
"6804",7502,"Mary-Kate and Ashley: Girls Night Out","GBA",2002,"Misc","Acclaim Entertainment",0.15,0.05,0,0,0.2
"6805",14112,"Supreme Ruler: Cold War","PC",2011,"Strategy","Paradox Interactive",0,0.03,0,0.01,0.03
"6806",11489,"Earth Defense Force 2017","X360",2006,"Action","D3Publisher",0.04,0.01,0.03,0,0.08
"6807",10621,"Vanishing Point","PS",2001,"Racing","Acclaim Entertainment",0.06,0.04,0,0.01,0.1
"6808",5215,"AMF Bowling World Lanes","Wii",2008,"Sports","Bethesda Softworks",0.33,0,0,0.03,0.36
"6809",1959,"Diablo II: Lord of Destruction","PC",2001,"Role-Playing","Vivendi Games",1.03,0.02,0,0,1.06
"6810",13459,"Danny Phantom: Urban Jungle","DS",2006,"Action","THQ",0.04,0,0,0,0.04
"6811",8838,"Earth Defense Force 2025","X360",2013,"Shooter","D3Publisher",0.06,0.04,0.05,0.01,0.15
"6812",14105,"Adventure Time: Explore the Dungeon Because I Don't Know!","WiiU",2013,"Action","D3Publisher",0.02,0.01,0,0,0.03
"6813",6249,"Dead Rising 2: Off the Record","X360",2011,"Action","Capcom",0.17,0.09,0,0.02,0.28
"6814",3587,"Need for Speed: Most Wanted","GC",2005,"Racing","Electronic Arts",0.43,0.11,0,0.02,0.56
"6815",11428,"Tornado Outbreak","X360",2009,"Action","Konami Digital Entertainment",0.07,0,0,0.01,0.08
"6816",4043,"Mario & Wario","SNES",1993,"Puzzle","Nintendo",0,0,0.49,0,0.49
"6817",271,"EyeToy Play","PS2",2003,"Misc","Sony Computer Entertainment",0.88,2.3,0.2,0.83,4.2
"6818",14596,"Saihai no Yukue","DS",2008,"Strategy","Tecmo Koei",0,0,0.03,0,0.03
"6819",2872,"Godzilla: Destroy All Monsters Melee","GC",2002,"Fighting","Atari",0.55,0.14,0,0.02,0.71
"6820",5544,"Despicable Me: The Game","Wii",2010,"Platform","D3Publisher",0.19,0.12,0,0.03,0.33
"6821",1948,"Sega Superstars Tennis","Wii",2008,"Sports","Sega",0.28,0.65,0,0.13,1.06
"6822",10244,"AKB48+Me","3DS",2012,"Action","Unknown",0,0,0.11,0,0.11
"6823",6857,"Ms. Pac-Man: Maze Madness / Pac-Man World","GBA",2005,"Puzzle","Namco Bandai Games",0.17,0.06,0,0,0.24
"6824",4495,"Alpha Protocol","PS3",2010,"Role-Playing","Sega",0.19,0.18,0,0.07,0.43
"6825",6006,"Need for Speed: The Run","Wii",2011,"Action","Electronic Arts",0.13,0.13,0.01,0.03,0.29
"6826",9520,"Margot's Word Brain","Wii",2008,"Puzzle","Zoo Digital Publishing",0.12,0,0,0.01,0.13
"6827",1985,"Sonic the Hedgehog","X360",2006,"Platform","Sega",0.44,0.49,0,0.11,1.05
"6828",4639,"Taiko no Tatsujin DS: Dororon! Youkai Daikessen!!","DS",2010,"Misc","Namco Bandai Games",0,0,0.42,0,0.42
"6829",556,"Madden NFL 12","X360",2011,"Sports","Electronic Arts",2.42,0.11,0,0.16,2.69
"6830",10328,"Angry Birds Star Wars","WiiU",2013,"Strategy","Activision",0.06,0.04,0,0.01,0.11
"6831",10556,"Baten Kaitos Origins","GC",2006,"Role-Playing","Unknown",0.06,0.02,0.02,0,0.1
"6832",604,"Madden NFL 13","PS3",2012,"Sports","Electronic Arts",2.11,0.23,0,0.22,2.56
"6833",8866,"Dark Rift","N64",1997,"Fighting","Vic Tokai",0.12,0.03,0,0,0.15
"6834",6079,"Rayman 3: Hoodlum Havoc","PS2",2003,"Platform","Ubisoft",0.14,0.11,0,0.04,0.29
"6835",2991,"Mercenaries: Playground of Destruction","XB",2005,"Action","LucasArts",0.54,0.11,0,0.03,0.68
"6836",16188,"Tantei Jinguuji Saburo: Hai to Diamond","PSP",2009,"Adventure","Arc System Works",0,0,0.01,0,0.01
"6837",3574,"Harry Potter Collection","PS2",2006,"Misc","Electronic Arts",0.28,0.21,0,0.07,0.56
"6838",1815,"Yakuza 3","PS3",2009,"Action","Sega",0.21,0.21,0.62,0.08,1.13
"6839",15111,"Ookami to Koushinryou: Omiowataru Kaze","DS",2009,"Adventure","ASCII Media Works",0,0,0.02,0,0.02
"6840",12071,"Famicom Mini: Wrecking Crew","GBA",2004,"Puzzle","Nintendo",0,0,0.07,0,0.07
"6841",9140,"Lord of the Rings: Tactics","PSP",2005,"Strategy","Electronic Arts",0.11,0.02,0,0.02,0.14
"6842",11394,"Smart Bomb","PSP",2005,"Puzzle","Eidos Interactive",0.07,0,0,0.01,0.08
"6843",13288,"Rock of the Dead","PS3",2010,"Shooter","Conspiracy Entertainment",0.04,0,0,0,0.05
"6844",1611,"Star Wars Episode III: Revenge of the Sith","XB",2005,"Action","Activision",0.82,0.38,0,0.04,1.24
"6845",12937,"Metal Fight Beyblade: Bakugami Susanoh Shuurai!","DS",2010,"Action","Hudson Soft",0,0,0.05,0,0.05
"6846",14985,"Rapala for Kinect","X360",2011,"Sports","Activision",0,0.02,0,0,0.02
"6847",3037,"Minecraft: Story Mode","PS4",2015,"Adventure","Mojang",0.23,0.33,0,0.11,0.67
"6848",12221,"Top Gun","PS3",2011,"Simulation","505 Games",0.06,0,0,0.01,0.07
"6849",5088,"ESPN: Sports Connection","WiiU",2012,"Sports","Ubisoft",0.21,0.12,0,0.04,0.37
"6850",13703,"Capcom Fighting Evolution","XB",2005,"Fighting","Capcom",0.03,0.01,0,0,0.04
"6851",3069,"Dragon Quest Monsters: Caravan Heart","GBA",2003,"Role-Playing","Enix Corporation",0,0,0.64,0.02,0.66
"6852",6346,"NBA Jam 99","N64",1998,"Sports","Acclaim Entertainment",0.25,0.02,0,0,0.27
"6853",10770,"NASCAR Unleashed","PS3",2011,"Racing","Activision",0.09,0,0,0.01,0.1
"6854",2100,"Guitar Hero: Aerosmith","PS3",2008,"Misc","Activision",0.73,0.15,0,0.11,0.99
"6855",15827,"A Vampyre Story","PC",2008,"Adventure","Crimson Cow",0,0.01,0,0,0.02
"6856",12243,"NHL Hitz Pro","XB",2003,"Sports","Midway Games",0.05,0.01,0,0,0.07
"6857",11170,"Bleach GC: Tasogare Ni Mamieru Shinigami","GC",2005,"Fighting","Sega",0,0,0.08,0,0.09
"6858",268,"Warcraft II: Tides of Darkness","PC",1995,"Strategy","Activision",1.7,2.27,0,0.23,4.21
"6859",4599,"Horsez","DS",2006,"Simulation","Ubisoft",0.38,0.01,0,0.03,0.42
"6860",5946,"Fist of the North Star: Ken's Rage 2","PS3",2012,"Fighting","Tecmo Koei",0,0,0.3,0,0.3
"6861",4971,"Samurai Warriors Chronicles","3DS",2011,"Action","Tecmo Koei",0.12,0.05,0.2,0.01,0.39
"6862",15358,"Onechanbara Special","PSP",2011,"Action","D3Publisher",0,0,0.02,0,0.02
"6863",14977,"The Voice","PS3",2014,"Action","Activision",0.02,0,0,0,0.02
"6864",15353,"Cabela's Big Game Hunter: Pro Hunts","WiiU",2014,"Shooter","Activision",0.02,0,0,0,0.02
"6865",5457,"Untold Legends: The Warriors Code","PSP",2006,"Role-Playing","Ubisoft",0.14,0.12,0,0.08,0.33
"6866",15476,"Adidas Power Soccer 98","PS",1998,"Sports","Psygnosis",0.01,0.01,0,0,0.02
"6867",13142,"Shinseiki Evangelion 2: Tsukurareshi Sekai - Another Cases","PSP",2006,"Adventure","Namco Bandai Games",0,0,0.05,0,0.05
"6868",13229,"Reign of Fire","GBA",2002,"Shooter","BAM! Entertainment",0.03,0.01,0,0,0.05
"6869",10693,"Age of Empires II: The Age of Kings","PC",1999,"Strategy","Microsoft Game Studios",0.01,0.08,0,0.02,0.1
"6870",13347,"Bubble Bobble Revolution","DS",2005,"Puzzle","Atari",0.04,0,0,0,0.05
"6871",14978,"Ed, Edd n Eddy: The Mis-Edventures","XB",2005,"Platform","Midway Games",0.02,0.01,0,0,0.02
"6872",516,"BioShock","X360",2007,"Shooter","Take-Two Interactive",1.65,0.86,0.05,0.28,2.83
"6873",7199,"Tony Hawk's Downhill Jam","DS",2006,"Sports","Activision",0.2,0,0,0.02,0.22
"6874",9208,"Transformers: Prime","WiiU",2012,"Action","Activision",0.09,0.03,0,0.01,0.14
"6875",1121,"NBA Live 06 (All region sales)","PS2",2005,"Sports","Electronic Arts",1.44,0.15,0,0.05,1.64
"6876",14659,"In Cold Blood","PS",2000,"Adventure","Sony Computer Entertainment",0.02,0.01,0,0,0.03
"6877",11008,"Supremacy MMA","PSV",2012,"Fighting","505 Games",0.02,0.05,0,0.02,0.09
"6878",5364,"Skylanders: Trap Team","XOne",2014,"Action","Activision",0.25,0.07,0,0.03,0.34
"6879",15715,"Amagoushi no Yakata","PS2",2007,"Adventure","Nippon Ichi Software",0,0,0.02,0,0.02
"6880",13638,"Breath of Fire III","PSP",2005,"Role-Playing","Capcom",0,0.03,0,0.01,0.04
"6881",5450,"The King of Fighters XIII","X360",2011,"Fighting","Rising Star Games",0.23,0.07,0.01,0.03,0.33
"6882",14624,"Roadsters","PS",2000,"Racing","Titus",0.02,0.01,0,0,0.03
"6883",246,"God of War","PS2",2005,"Action","Sony Computer Entertainment",2.71,1.29,0.02,0.43,4.45
"6884",1286,"Tom Clancy's Splinter Cell: Pandora Tomorrow","XB",2004,"Action","Ubisoft",0.82,0.59,0,0.07,1.48
"6885",9513,"Brothers: A Tale of Two Sons","PS4",2015,"Adventure","505 Games",0.03,0.08,0,0.02,0.13
"6886",11231,"Savage Skies","PS2",2002,"Shooter","Big Ben Interactive",0.04,0.03,0,0.01,0.09
"6887",1892,"Endless Ocean","Wii",2007,"Adventure","Nintendo",0.44,0.47,0.09,0.09,1.09
"6888",2783,"Tiger Woods PGA Tour 2001","PS2",2001,"Sports","Electronic Arts",0.36,0.28,0,0.09,0.74
"6889",13821,"Stuntman","GBA",2003,"Racing","Atari",0.03,0.01,0,0,0.04
"6890",4384,"SOCOM: U.S. Navy SEALs Fireteam Bravo 3","PSP",2010,"Shooter","Sony Computer Entertainment",0.17,0.13,0.06,0.08,0.45
"6891",14009,"Napoleon Dynamite: The Game","PSP",2007,"Puzzle","Crave Entertainment",0.03,0,0,0,0.04
"6892",8150,"Mercury Meltdown Revolution","Wii",2007,"Action","Ignition Entertainment",0.16,0,0,0.01,0.18
"6893",14877,"Pitball","PS",1996,"Sports","Time Warner Interactive",0.01,0.01,0,0,0.03
"6894",7506,"WWE All Stars","Wii",2011,"Fighting","THQ",0.11,0.07,0,0.02,0.2
"6895",1640,"Pac-Man","NES",1984,"Puzzle","Namco Bandai Games",0.27,0.08,0.85,0.02,1.22
"6896",5670,"Sega Smash Pack","GBA",2002,"Misc","Atari",0.23,0.08,0,0.01,0.32
"6897",831,"Kingdom Hearts 358/2 Days","DS",2009,"Role-Playing","Square Enix",1.11,0.27,0.53,0.14,2.04
"6898",13349,"Time Crisis: Project Titan","PS",2001,"Shooter","Namco Bandai Games",0.03,0.02,0,0,0.05
"6899",596,"Monster Hunter Freedom 2","PSP",2007,"Role-Playing","Capcom",0.37,0.27,1.75,0.18,2.58
"6900",394,"Crash Bash","PS",2000,"Misc","Sony Computer Entertainment",1.56,1.47,0.19,0.17,3.39
